ID_costo;Planta;Energía_CLP;Mano_obra_CLP;Mantención_CLP;Mes
631;Hornopirén;1476087;3364098;922028;6
632;Hornopirén;2475005;2468333;1196604;12
633;Hornopirén;1434048;2386508;1102889;4
634;Hornopirén;2254024;2796869;562698;11
635;Hornopirén;2120059;2856149;957631;9
636;Hornopirén;2064079;2432586;1094603;10
637;Puerto Montt;1883299;4727662;928704;9
638;Hornopirén;2900312;3094122;727734;1
639;Calbuco;2449025;2154935;728639;10
640;Hornopirén;1470798;3029741;1335592;6
641;Puerto Montt;1322852;3444613;1306080;6
642;Quellón;1674190;3099740;1238910;1
643;Calbuco;1571930;3009993;1297612;10
644;Quellón;2392149;3688492;673946;8
645;Puerto Montt;1697970;2598244;1078239;6
646;Calbuco;2334402;1761556;337012;1
647;Chinquihue;1898400;3662795;1159388;2
648;Puerto Montt;2279723;3059346;1111964;11
649;Calbuco;2765782;3101917;1009320;3
650;Quellón;1161558;3935591;1180491;5
651;Chinquihue;2183867;4167802;835784;1
652;Calbuco;2594508;3267669;1031972;12
653;Quellón;1354582;2847150;694840;3
654;Hornopirén;2359866;2261217;1157755;11
655;Quellón;1721767;4501847;986434;4
656;Hornopirén;2759815;2842058;1119246;6
657;Calbuco;2249354;3963049;347582;8
658;Chinquihue;2050029;3626546;1082242;5
659;Puerto Montt;1407742;2788854;1049030;11
660;Chinquihue;1843701;2824698;898381;12
661;Quellón;1599338;3215428;483697;8
662;Hornopirén;2035978;2241867;1249228;9
663;Hornopirén;2343858;1929052;1007274;9
664;Quellón;2031526;4539959;975136;1
665;Calbuco;2970977;2791992;1020169;3
666;Hornopirén;2315022;3389838;1552005;2
667;Quellón;1914817;3085387;975582;12
668;Calbuco;2212792;2050528;1794600;3
669;Chinquihue;2983781;2839444;1216374;9
670;Calbuco;1907228;2072245;715211;3
671;Quellón;2549524;2246886;829509;8
672;Chinquihue;1233256;3889582;628123;6
673;Chinquihue;2888801;2139062;754058;11
674;Calbuco;1811734;4154516;1198291;3
675;Quellón;2695879;3369033;911932;2
676;Chinquihue;2337455;2788332;1245987;11
677;Puerto Montt;1535410;2516112;912806;2
678;Chinquihue;1019989;3264258;633299;12
679;Chinquihue;2115792;3120984;1635568;8
680;Hornopirén;2005074;3697655;1341033;7
681;Hornopirén;1691881;2547382;557162;2
682;Puerto Montt;1820504;3715668;1435295;7
683;Hornopirén;1496651;3454915;789723;8
684;Calbuco;1739082;3796301;1680868;9
685;Quellón;2484734;1372962;903758;5
686;Puerto Montt;1990677;1972564;1266201;4
687;Calbuco;2213973;3506287;1219047;2
688;Puerto Montt;2498341;3211381;1421335;5
689;Calbuco;1821782;1792024;1274135;5
690;Hornopirén;2797996;3838624;767001;5
691;Hornopirén;1771005;3195322;1138429;9
692;Puerto Montt;1431043;3108217;771214;11
693;Puerto Montt;1516903;2496132;737139;1
694;Hornopirén;2069251;1885400;1197823;1
695;Hornopirén;2202646;2324022;723967;4
696;Hornopirén;1754661;3068650;1542674;8
697;Chinquihue;2506703;3851515;1167221;11
698;Calbuco;2075318;2529072;1184427;11
699;Hornopirén;1785895;3259565;823248;6
700;Hornopirén;2047550;1214368;942185;5
701;Hornopirén;2379016;2875709;1420964;4
702;Puerto Montt;1572838;2362696;622847;8
703;Puerto Montt;1195044;2033688;495745;9
704;Calbuco;1724069;3640225;755916;7
705;Hornopirén;2220744;2389248;844915;11
706;Chinquihue;1324438;2807848;737915;3
707;Hornopirén;2639994;3237118;1268779;10
708;Quellón;1877280;2736809;1759763;1
709;Chinquihue;1052997;2616460;781127;2
710;Puerto Montt;844564;2821543;675305;3
711;Chinquihue;1981640;3735555;838419;6
712;Puerto Montt;1599196;4104905;1021833;6
713;Quellón;2111104;2200575;1119774;6
714;Chinquihue;2277033;2271607;1168202;7
715;Puerto Montt;2584801;2397180;927338;9
716;Hornopirén;1076939;4631301;828990;9
717;Puerto Montt;2052059;2506737;1465913;11
718;Chinquihue;1951989;2763220;1206744;4
719;Chinquihue;1163271;2407039;1012797;4
720;Chinquihue;2497495;2877130;859151;6
721;Hornopirén;1768807;1175210;834597;11
722;Chinquihue;3073984;3075936;1161285;5
723;Puerto Montt;3022182;2601730;1177168;8
724;Quellón;2344589;3706714;737663;7
725;Chinquihue;1947441;3221546;1262679;8
726;Quellón;1668854;3228728;557931;1
727;Chinquihue;3256039;2549543;1331399;11
728;Calbuco;2679544;3052639;1291040;9
729;Calbuco;2646506;3456251;1074043;7
730;Chinquihue;2601246;1939412;870887;10
731;Quellón;1983711;3919810;766134;11
732;Puerto Montt;1759259;3234837;1163280;5
733;Chinquihue;1996905;3656797;1197031;11
734;Calbuco;2730205;3084370;1046584;5
735;Hornopirén;1158949;2894293;1490209;11
736;Calbuco;2153746;3574340;1201120;9
737;Quellón;2154686;631972;1073636;12
738;Puerto Montt;2463561;2988505;433490;7
739;Hornopirén;1495243;2589382;573031;11
740;Quellón;1362560;2681875;1146302;3
741;Calbuco;2029022;3416968;1158304;5
742;Calbuco;2749376;3316483;842445;4
743;Quellón;1545707;2968629;957612;1
744;Quellón;1888645;2989289;842874;2
745;Hornopirén;2175589;2246314;1222873;10
746;Chinquihue;2155378;3675184;990016;5
747;Puerto Montt;1761219;3696409;768543;9
748;Chinquihue;1697185;3162496;1082956;10
749;Calbuco;2763743;2302590;605939;9
750;Calbuco;2276594;2861647;648828;11
751;Calbuco;2378929;2862801;906160;6
752;Puerto Montt;2045417;2824166;915033;5
753;Quellón;2392150;3380359;972133;4
754;Calbuco;1630161;2603385;1599830;9
755;Chinquihue;2214479;4392383;917460;2
756;Hornopirén;2339914;2810656;661639;8
757;Calbuco;2934196;2527074;494720;12
758;Chinquihue;1514004;3000151;928828;5
759;Chinquihue;3073468;2922243;735910;1
760;Hornopirén;2247554;4385027;796457;10
761;Puerto Montt;1800265;2721240;1219374;4
762;Puerto Montt;1987322;2577112;439440;4
763;Puerto Montt;1288080;2291945;1182573;10
764;Chinquihue;1871800;3186126;929983;9
765;Quellón;1545025;3275288;631708;8
766;Puerto Montt;1566190;3602062;938287;12
767;Chinquihue;1530097;2006364;759775;12
768;Chinquihue;1844910;1735622;966485;3
769;Chinquihue;1666551;4896628;511533;4
770;Puerto Montt;2134315;2947903;870790;4
771;Calbuco;1791420;2693559;955751;5
772;Quellón;1751533;5332124;729189;9
773;Calbuco;1879072;839929;977184;7
774;Hornopirén;1896516;2742423;732314;2
775;Hornopirén;1830494;3852028;907504;11
776;Puerto Montt;2506065;3896702;1429092;1
777;Hornopirén;2659835;3720262;1224837;6
778;Chinquihue;1739889;3131730;1328818;9
779;Quellón;1662571;2750228;1105075;3
780;Chinquihue;1919809;2467118;1397794;1
781;Hornopirén;1354980;3963491;1415977;12
782;Hornopirén;1683079;3107244;844799;12
783;Puerto Montt;2103348;1786344;1136952;8
784;Calbuco;1525647;4044685;790010;10
785;Quellón;2512884;4028720;1163557;4
786;Puerto Montt;2753232;2378127;810512;3
787;Hornopirén;1915403;2522660;1178107;3
788;Quellón;1426302;3137544;1284802;2
789;Chinquihue;1268549;2535321;1234451;10
790;Calbuco;2236552;2195518;1862861;2
791;Quellón;2204074;2710338;1028975;5
792;Calbuco;2352193;2955984;435388;7
793;Hornopirén;3104644;2028579;838402;1
794;Quellón;1431318;2513815;368772;6
795;Puerto Montt;1111523;4077656;768172;9
796;Quellón;1484228;2739038;1050209;10
797;Calbuco;1990471;1524009;656903;8
798;Hornopirén;2272932;2067213;454858;7
799;Hornopirén;2010264;3933656;940623;12
800;Hornopirén;1198597;3392997;1051516;2
801;Calbuco;2067900;3836011;811623;9
802;Hornopirén;1394498;3384324;1210471;3
803;Chinquihue;2218820;2640106;1334674;6
804;Puerto Montt;3369596;3100906;600258;10
805;Calbuco;2512718;3154157;1036940;3
806;Chinquihue;2345775;3161330;668064;5
807;Hornopirén;1410354;3314521;1077818;9
808;Quellón;2028903;3335363;1260989;4
809;Quellón;2018417;3417961;655010;9
810;Chinquihue;693376;3831129;751266;8
811;Chinquihue;994096;4678686;1389735;5
812;Calbuco;1241300;3112114;1400450;10
813;Puerto Montt;2739834;4095516;1046368;2
814;Puerto Montt;1886773;3511289;568387;1
815;Quellón;1479144;3977700;1047196;11
816;Puerto Montt;2435535;3463351;1296121;1
817;Calbuco;1671372;4161789;749853;10
818;Chinquihue;1860570;3164841;877553;3
819;Chinquihue;2230520;2929379;780136;2
820;Calbuco;2596311;1365583;770857;10
821;Quellón;1880604;3153927;772041;8
822;Puerto Montt;1806601;3459242;1136075;10
823;Quellón;2020573;4139448;875660;10
824;Hornopirén;2690426;4732570;1692711;11
825;Quellón;2435026;3523191;1079090;2
826;Quellón;1652456;1610924;665900;4
827;Quellón;931315;2803127;710536;3
828;Calbuco;1146629;3157811;1032378;5
829;Calbuco;2639251;2716706;1627584;7
830;Puerto Montt;1522746;2820079;492753;1
831;Chinquihue;1270982;2051734;1430381;5
832;Puerto Montt;1376746;3857791;372893;12
833;Hornopirén;1389748;2939513;962453;8
834;Calbuco;2546752;3929593;1036137;9
835;Calbuco;1638828;3558858;1801432;6
836;Chinquihue;1814451;3292616;546389;1
837;Chinquihue;1562376;2214811;905329;3
838;Chinquihue;1999940;3874605;1481753;7
839;Quellón;2581836;2066424;437825;11
840;Calbuco;957968;2292723;1391392;5
841;Chinquihue;904706;3970946;637599;12
842;Hornopirén;1166749;4316282;979565;5
843;Quellón;1886938;1821003;922521;6
844;Calbuco;2214210;2429995;950917;10
845;Calbuco;1348803;2710063;965516;6
846;Puerto Montt;2477117;3413793;1126901;2
847;Hornopirén;1471181;4744951;306770;2
848;Calbuco;2093398;3543138;1648437;1
849;Calbuco;1952480;3011389;741063;10
850;Puerto Montt;2705874;2853518;1729441;1
851;Chinquihue;2141056;1947243;769193;8
852;Puerto Montt;1587441;2805230;677830;10
853;Quellón;1950394;3114604;1265006;6
854;Hornopirén;2079468;1913500;660619;10
855;Chinquihue;2568968;4436655;1163238;5
856;Hornopirén;2244853;3481777;1311541;6
857;Chinquihue;2185889;3288051;1047025;4
858;Hornopirén;1594012;2303615;1044263;11
859;Quellón;1936739;3837190;951356;2
860;Puerto Montt;1971425;3124704;1127944;10
861;Quellón;1988916;3487295;268818;11
862;Quellón;2238333;2543777;926316;4
863;Quellón;1332278;2230659;810306;12
864;Calbuco;1848264;3110129;808757;1
865;Calbuco;2244469;4123790;1140524;10
866;Puerto Montt;2246953;3629415;381086;5
867;Chinquihue;2050434;3733945;692349;12
868;Hornopirén;1644626;4323369;1253537;12
869;Calbuco;2137313;2646448;1309811;8
870;Chinquihue;1244321;1434256;774700;6
871;Calbuco;2441869;3116708;770205;3
872;Calbuco;2599580;4484005;856929;6
873;Puerto Montt;1323064;3773073;751817;11
874;Quellón;2911320;3695543;1634609;7
875;Hornopirén;3209777;2058968;1336887;4
876;Chinquihue;2084896;2285704;726360;2
877;Chinquihue;1858859;3739756;1535025;3
878;Quellón;1291321;3102484;901360;11
879;Calbuco;1743575;3338846;917097;11
880;Hornopirén;1714075;1977059;618907;12
881;Quellón;1794771;3246601;804816;12
882;Puerto Montt;2583115;2345795;603373;6
883;Hornopirén;2692625;2135144;1205546;6
884;Puerto Montt;3043798;3104246;1123269;3
885;Quellón;1819049;2954131;1143367;2
886;Calbuco;2121457;3482269;1082103;11
887;Hornopirén;1454907;1996127;1249559;4
888;Calbuco;2607366;2132776;949763;8
889;Calbuco;2216732;3623015;868958;5
890;Puerto Montt;2138725;4602914;975994;4
891;Chinquihue;1643402;3704612;729865;12
892;Quellón;2273744;2577613;870738;12
893;Puerto Montt;1762520;2143850;1337781;4
894;Calbuco;2000926;1684462;965109;6
895;Chinquihue;1448397;3729200;1110669;9
896;Chinquihue;2283286;4688145;1084396;3
897;Chinquihue;2055679;2381701;747218;7
898;Puerto Montt;2107160;3484735;1140351;12
899;Calbuco;1460392;4062489;706153;7
900;Hornopirén;2345044;1910641;734145;8
901;Calbuco;2310939;3106999;920286;2
902;Calbuco;2136842;2778117;1362137;2
903;Quellón;3031964;729741;986139;4
904;Quellón;1776721;2640009;975299;12
905;Chinquihue;2768084;2694234;716841;1
906;Chinquihue;1870424;3470058;905041;9
907;Quellón;2798323;1853154;855371;4
908;Quellón;1558304;3264474;706840;4
909;Calbuco;1720393;2601219;783094;9
910;Hornopirén;2577162;3900937;1200869;11
911;Calbuco;1696744;3615007;741480;12
912;Hornopirén;2546744;2675958;933620;7
913;Quellón;2278351;4066110;1118495;4
914;Quellón;2486591;2973414;751844;12
915;Hornopirén;2169074;3860047;1105854;10
916;Hornopirén;2068676;3063663;1397868;4
917;Calbuco;1759985;3070297;1297068;6
918;Chinquihue;2027585;1908481;1396776;8
919;Hornopirén;2605038;3046576;879036;1
920;Puerto Montt;2148979;2883075;810125;4
921;Calbuco;2165587;3165022;726326;2
922;Puerto Montt;2437823;4324200;1231927;2
923;Quellón;2400865;2613819;799269;4
924;Hornopirén;1458800;3796970;1029122;2
925;Calbuco;2388508;3801411;1587746;9
926;Hornopirén;2356851;452112;738487;1
927;Chinquihue;1872796;1835437;1397325;5
928;Chinquihue;2893726;3946600;500128;12
929;Quellón;1498838;2786536;947108;6
930;Hornopirén;2586434;2814040;886908;1
931;Calbuco;1985003;2974383;695748;12
932;Hornopirén;2248295;1861276;941071;2
933;Chinquihue;1456784;3520682;1340067;1
934;Puerto Montt;2413315;3816939;700687;6
935;Puerto Montt;1675874;3182878;1273878;3
936;Hornopirén;2845509;3904144;1027109;1
937;Puerto Montt;1153758;3035282;669346;5
938;Quellón;2136211;3923435;503104;2
939;Hornopirén;1824403;4333065;1141151;12
940;Hornopirén;1153811;3369522;649840;3
941;Calbuco;1665943;3553398;1150906;9
942;Hornopirén;1607581;3334412;432150;8
943;Quellón;1522934;3004740;1001846;8
944;Hornopirén;2248909;1950543;1473434;7
945;Calbuco;1955768;3580319;1159270;3
946;Hornopirén;1806240;3461300;1196819;11
947;Puerto Montt;1561126;4120306;620347;4
948;Chinquihue;2183916;2080955;1279888;6
949;Puerto Montt;2147830;3020544;1304863;5
950;Chinquihue;2205016;3401619;463170;12
951;Calbuco;1972444;2894736;463224;9
952;Puerto Montt;2158714;2456600;839619;9
953;Chinquihue;2224066;3249504;1122547;3
954;Quellón;985400;2874139;1182988;3
955;Puerto Montt;2928707;2308134;592560;3
956;Hornopirén;2836988;3279440;941338;5
957;Calbuco;2787301;2706374;1210963;6
958;Chinquihue;1503795;2677983;990185;5
959;Puerto Montt;3167677;3233393;490336;7
960;Chinquihue;2668004;4615186;1113037;2
961;Calbuco;2563540;3737398;1181769;8
962;Quellón;1469447;3189052;1146713;12
963;Hornopirén;763120;3196483;1020966;11
964;Calbuco;3420489;2122600;1303978;2
965;Quellón;2206577;3424492;1687017;5
966;Puerto Montt;2141172;4041189;1289860;10
967;Hornopirén;1894752;2776166;874243;6
968;Chinquihue;2407391;2859277;1017138;8
969;Hornopirén;1951528;3256181;809680;2
970;Calbuco;2305686;3016585;1259577;1
971;Calbuco;1745129;3393923;408110;8
972;Calbuco;1502384;2660531;826641;12
973;Chinquihue;2730464;2574879;821499;1
974;Hornopirén;1597827;2738026;1167224;8
975;Hornopirén;1574800;3002964;431155;9
976;Chinquihue;2247011;3391093;897674;9
977;Calbuco;2174221;2590965;824999;7
978;Puerto Montt;2220916;2961258;1431932;4
979;Quellón;2118132;4228122;1566611;7
980;Chinquihue;2212215;2928235;1140634;2
981;Quellón;2081714;1910323;1228448;11
982;Quellón;1830489;3719088;908372;9
983;Hornopirén;1423383;2816152;725396;12
984;Chinquihue;800221;2809111;981250;11
985;Chinquihue;1976694;3104782;941715;7
986;Quellón;2544414;2658825;989258;8
987;Hornopirén;2085634;4027422;1218437;4
988;Hornopirén;2486370;4020783;1346052;4
989;Calbuco;1134606;3779129;595069;12
990;Puerto Montt;1537269;3702271;1213533;5
991;Quellón;1833590;2926726;975499;7
992;Calbuco;1828138;3044147;1459504;9
993;Calbuco;1245482;3511988;1323586;9
994;Puerto Montt;2327621;4086378;1293607;7
995;Calbuco;1216216;3483176;1208177;6
996;Quellón;2065858;3849567;913733;12
997;Chinquihue;1867250;3953550;1187952;9
998;Hornopirén;2403946;4402556;1264088;5
999;Puerto Montt;2397961;1628173;1351235;2
1000;Quellón;2593654;1677407;658351;9
1001;Puerto Montt;2338049;3045808;1102154;4
1002;Hornopirén;2455785;2180781;1251761;11
1003;Calbuco;2301449;4093011;655904;12
1004;Puerto Montt;2449404;2922913;1087176;4
1005;Calbuco;2480696;3742916;781952;8
1006;Puerto Montt;2018251;2207225;1584653;9
1007;Chinquihue;1470134;3354550;1056368;4
1008;Calbuco;2376751;1768118;1070046;12
1009;Quellón;2032478;2997484;632774;9
1010;Chinquihue;1609893;4440543;1234658;3
1011;Calbuco;1521872;3891494;1101441;9
1012;Chinquihue;2325244;2688258;1438465;5
1013;Chinquihue;1626642;2328515;1162356;5
1014;Quellón;1973890;3371656;1135658;11
1015;Calbuco;2737738;1961973;623715;4
1016;Puerto Montt;2737723;3625136;655450;1
1017;Quellón;1052661;4185449;820771;7
1018;Chinquihue;2060122;2799835;845525;3
1019;Chinquihue;1830063;2142934;943513;11
1020;Quellón;3163483;1788417;1256273;6
1021;Quellón;1914339;2717948;1057190;11
1022;Calbuco;1415602;3401177;555397;8
1023;Calbuco;2074627;3498843;948500;11
1024;Puerto Montt;1173954;3869044;1168223;8
1025;Calbuco;2501948;1112625;337530;1
1026;Hornopirén;738842;3193094;1149125;8
1027;Calbuco;1971095;2486784;1126197;2
1028;Quellón;1171968;3198618;788923;2
1029;Hornopirén;1896486;3593116;1170411;3
1030;Hornopirén;2277725;2503462;772768;3
1031;Quellón;1481286;3404661;737415;10
1032;Quellón;1243656;1427416;1171736;11
1033;Hornopirén;1951132;2198342;1037191;8
1034;Hornopirén;2025991;4492825;941540;5
1035;Chinquihue;1402927;3032778;1025990;3
1036;Calbuco;2029086;1998451;1033872;10
1037;Hornopirén;2289955;4226126;1019406;9
1038;Puerto Montt;1348110;3133513;1000849;4
1039;Puerto Montt;1745013;3927724;1050679;7
1040;Chinquihue;1501426;2977491;1639348;12
1041;Puerto Montt;2132726;3567142;942964;11
1042;Chinquihue;2051636;2076225;616376;1
1043;Puerto Montt;1858271;3867434;1111470;10
1044;Quellón;2139211;2706725;1112127;7
1045;Calbuco;2013615;3428771;477838;7
1046;Chinquihue;2032743;3404805;612402;6
1047;Calbuco;2215286;2639206;1149455;7
1048;Hornopirén;1930573;4021477;1480874;10
1049;Calbuco;504154;3020460;794048;2
1050;Chinquihue;1921162;1610693;671998;10
1051;Hornopirén;2361105;3201224;1057721;6
1052;Hornopirén;1258734;3759061;784860;3
1053;Hornopirén;2563394;3410668;556721;3
1054;Calbuco;2508972;1767132;995064;2
1055;Quellón;2061769;2135759;762970;2
1056;Calbuco;2642847;3965938;886416;12
1057;Hornopirén;1319058;3951848;1515062;1
1058;Puerto Montt;2088338;3561510;809037;8
1059;Puerto Montt;2062031;1730524;1076726;6
1060;Puerto Montt;1749560;1981060;1007795;5
1061;Puerto Montt;2178665;3677196;1712094;12
1062;Calbuco;1525141;4377970;1524683;9
1063;Quellón;479982;3488377;1169367;11
1064;Puerto Montt;2741647;3253452;1093214;2
1065;Hornopirén;1426096;2256154;1008230;1
1066;Puerto Montt;2016225;1808817;890793;2
1067;Hornopirén;2759211;3059719;952947;5
1068;Chinquihue;1588361;2827911;995900;10
1069;Calbuco;1344976;3504420;816852;6
1070;Hornopirén;2494443;2751541;489576;12
1071;Chinquihue;1554773;3607077;692968;3
1072;Calbuco;2341976;3555957;1078416;4
1073;Puerto Montt;2476892;3678236;802933;2
1074;Quellón;1489395;2455257;771319;11
1075;Puerto Montt;1694080;2664672;1510136;5
1076;Hornopirén;2424540;1955960;974318;7
1077;Puerto Montt;1986658;3047394;959770;5
1078;Chinquihue;2430244;3014469;919538;12
1079;Calbuco;1166694;2485035;1612903;1
1080;Calbuco;351773;3655562;938627;1
1081;Quellón;1938172;2547745;587479;5
1082;Chinquihue;1495864;2714983;917959;12
1083;Calbuco;1396228;3251766;1355860;5
1084;Puerto Montt;2751805;4110325;847255;4
1085;Quellón;1914480;3050475;739106;9
1086;Chinquihue;2220244;3769585;1048727;4
1087;Puerto Montt;1018831;3523911;1287844;3
1088;Puerto Montt;2351045;3117532;662269;8
1089;Quellón;1870317;2858970;1054406;11
1090;Chinquihue;2303394;3246190;1010314;5
1091;Calbuco;1820842;2579569;634752;7
1092;Puerto Montt;2098326;2140903;866660;1
1093;Puerto Montt;2223494;2864112;984973;1
1094;Chinquihue;1951486;3793271;1741219;3
1095;Chinquihue;1117430;5036908;1362826;6
1096;Puerto Montt;1415694;2518968;1132314;1
1097;Quellón;1268370;3375080;1167371;10
1098;Hornopirén;1804302;3258170;1317881;7
1099;Calbuco;1849873;3277242;1270206;4
1100;Puerto Montt;2916922;3655251;851045;10
1101;Quellón;2237762;2123734;859324;11
1102;Puerto Montt;2100649;3196674;1042689;12
1103;Quellón;2659649;3617845;722686;3
1104;Hornopirén;1945111;4982137;1000244;7
1105;Quellón;2095526;2020757;1519405;11
1106;Calbuco;2059418;3366307;1152098;5
1107;Quellón;1011426;3849010;780273;2
1108;Hornopirén;2384125;2854881;1626711;3
1109;Chinquihue;1371400;3324582;1507817;11
1110;Calbuco;1113164;3263050;1358572;1
1111;Calbuco;2426135;2463813;894776;12
1112;Quellón;1453355;3189708;1219242;2
1113;Quellón;2247202;3273619;1096882;7
1114;Hornopirén;959969;2524911;1270156;8
1115;Hornopirén;1418900;4040425;945753;1
